id,date_entree,date_sortie,actif,sens,prix_entree,prix_sortie,quantite,pnl_brut,frais
306,2025-04-14,2025-04-17,BTCX,long,560.3141,778.5259,3.5694,778.89,2.39
307,2025-04-15,2025-04-28,BTCX,long,597.2552,875.4559,3.3487,931.61,2.47
308,2025-04-16,2025-04-21,BTCX,long,725.0215,638.0649,2.7585,-239.87,1.88
309,2025-04-17,2025-04-23,BTCX,long,778.5259,858.0279,2.569,204.24,2.1
310,2025-04-18,2025-04-28,BTCX,long,683.5931,875.4559,2.9257,561.33,2.28
311,2025-04-21,2025-04-28,BTCX,long,638.0649,875.4559,3.1345,744.1,2.37
312,2025-04-22,2025-04-28,BTCX,long,658.5061,875.4559,3.0372,658.92,2.33
313,2025-04-23,2025-05-07,BTCX,long,858.0279,534.1996,2.3309,-754.81,1.62
314,2025-04-24,2025-05-01,BTCX,long,806.3598,787.7764,2.4803,-46.09,1.98
315,2025-04-25,2025-04-30,BTCX,long,815.1902,795.7794,2.4534,-47.62,1.98
316,2025-04-29,2025-05-06,BTCX,long,822.8529,480.734,2.4306,-831.55,1.58
317,2025-05-12,2025-05-16,BTCX,long,682.2975,678.756,2.9313,-10.38,1.99
318,2025-05-13,2025-05-23,BTCX,long,808.3237,672.227,2.4743,-336.74,1.83
319,2025-05-14,2025-05-23,BTCX,long,697.7525,672.227,2.8663,-73.16,1.96
320,2025-05-15,2025-05-30,BTCX,long,654.7931,709.46,3.0544,166.97,2.08
321,2025-05-16,2025-05-27,BTCX,long,678.756,714.0205,2.9466,103.91,2.05
322,2025-05-22,2025-06-04,BTCX,long,677.3473,637.5135,2.9527,-117.62,1.94
323,2025-05-26,2025-06-06,BTCX,long,679.1708,563.5461,2.9448,-340.49,1.83
324,2025-05-27,2025-06-09,BTCX,long,714.0205,558.1523,2.801,-436.59,1.78
325,2025-05-28,2025-06-05,BTCX,long,728.9076,584.3866,2.7438,-396.54,1.8
326,2025-05-29,2025-06-04,BTCX,long,725.0681,637.5135,2.7584,-241.51,1.88
327,2025-05-30,2025-06-13,BTCX,long,709.46,576.8048,2.819,-373.95,1.81
328,2025-06-12,2025-06-17,BTCX,long,590.1812,559.7282,3.3888,-103.2,1.95
329,2025-06-13,2025-06-19,BTCX,long,576.8048,520.2492,3.4674,-196.1,1.9
330,2025-06-17,2025-07-02,BTCX,long,559.7282,478.7463,3.5732,-289.36,1.86
331,2025-07-03,2025-07-18,BTCX,long,479.0069,470.2342,4.1753,-36.63,1.98
332,2025-07-04,2025-07-11,BTCX,long,506.6569,517.0105,3.9474,40.87,2.02
333,2025-07-08,2025-07-21,BTCX,long,507.5436,466.8667,3.9405,-160.29,1.92
334,2025-07-09,2025-07-15,BTCX,long,503.5726,506.2661,3.9716,10.7,2.01
335,2025-07-10,2025-07-17,BTCX,long,492.2604,491.1847,4.0629,-4.37,2.0
336,2025-07-11,2025-07-18,BTCX,long,517.0105,470.2342,3.8684,-180.95,1.91
337,2025-07-14,2025-07-29,BTCX,long,519.3521,489.2871,3.851,-115.78,1.94
338,2025-07-25,2025-08-05,BTCX,long,487.2968,526.584,4.1043,161.25,2.08
339,2025-07-28,2025-08-04,BTCX,long,483.9818,542.3444,4.1324,241.18,2.12
340,2025-07-29,2025-08-04,BTCX,long,489.2871,542.3444,4.0876,216.88,2.11
341,2025-07-30,2025-08-14,BTCX,long,513.5805,548.0981,3.8942,134.42,2.07
342,2025-07-31,2025-08-14,BTCX,long,522.5853,548.0981,3.8271,97.64,2.05
343,2025-08-01,2025-08-15,BTCX,long,537.6577,526.1626,3.7198,-42.76,1.98
344,2025-08-04,2025-08-12,BTCX,long,542.3444,539.8695,3.6877,-9.13,2.0
345,2025-08-05,2025-08-08,BTCX,long,526.584,516.8914,3.7981,-36.81,1.98
346,2025-08-12,2025-08-22,BTCX,long,539.8695,516.7843,3.7046,-85.52,1.96
347,2025-08-13,2025-08-19,BTCX,long,539.1984,517.4583,3.7092,-80.64,1.96
348,2025-08-14,2025-08-20,BTCX,long,548.0981,523.052,3.649,-91.39,1.95
349,2025-08-15,2025-08-22,BTCX,long,526.1626,516.7843,3.8011,-35.65,1.98
350,2025-09-02,2025-09-16,BTCX,long,523.6498,582.7209,3.8193,225.61,2.11
351,2025-09-03,2025-09-18,BTCX,long,545.5076,552.4554,3.6663,25.47,2.01
352,2025-09-05,2025-09-17,BTCX,long,575.9806,565.5295,3.4723,-36.29,1.98
353,2025-09-08,2025-09-22,BTCX,long,573.0729,506.1491,3.49,-233.56,1.88
354,2025-09-09,2025-09-24,BTCX,long,562.9688,475.7873,3.5526,-309.72,1.85
355,2025-09-10,2025-09-19,BTCX,long,558.2226,503.9939,3.5828,-194.29,1.9
356,2025-09-16,2025-09-24,BTCX,long,582.7209,475.7873,3.4322,-367.02,1.82
357,2025-09-17,2025-09-30,BTCX,long,565.5295,446.748,3.5365,-420.07,1.79
358,2025-10-06,2025-10-13,BTCX,long,443.9487,438.8797,4.505,-22.84,1.99
359,2025-10-15,2025-10-23,BTCX,long,459.2761,460.2112,4.3547,4.07,2.0
360,2025-10-16,2025-10-28,BTCX,long,462.2085,421.2328,4.3271,-177.31,1.91
361,2025-10-17,2025-10-30,BTCX,long,474.9905,425.606,4.2106,-207.94,1.9
362,2025-10-21,2025-11-03,BTCX,long,449.1852,393.3548,4.4525,-248.58,1.88
363,2024-02-12,2024-02-23,STAB,long,47.8956,47.0724,41.7575,-34.38,1.98
364,2024-02-13,2024-02-23,STAB,long,47.8772,47.0724,41.7735,-33.62,1.98
365,2024-02-23,2024-03-01,STAB,long,47.0724,47.9053,42.4878,35.39,2.02
366,2024-02-27,2024-03-11,STAB,long,47.5538,47.462,42.0576,-3.86,2.0
367,2024-03-01,2024-03-12,STAB,long,47.9053,46.5891,41.749,-54.95,1.97
368,2024-06-04,2024-06-12,STAB,long,41.6192,41.3921,48.0548,-10.91,1.99
369,2024-06-05,2024-06-17,STAB,long,41.4897,41.3313,48.2048,-7.64,2.0
370,2024-06-06,2024-06-20,STAB,long,41.474,40.5133,48.223,-46.33,1.98
371,2024-08-08,2024-08-20,STAB,long,39.1286,39.5255,51.1135,20.29,2.01
372,2024-08-09,2024-08-14,STAB,long,39.2275,39.0082,50.9846,-11.18,1.99
373,2024-08-12,2024-08-19,STAB,long,39.2719,39.2328,50.927,-1.99,2.0
374,2024-08-20,2024-08-30,STAB,long,39.5255,39.5393,50.6003,0.7,2.0
375,2024-08-21,2024-09-03,STAB,long,39.6009,39.5816,50.5039,-0.98,2.0
376,2024-08-22,2024-08-30,STAB,long,39.5558,39.5393,50.5615,-0.83,2.0
377,2024-08-23,2024-09-04,STAB,long,39.5281,39.5426,50.597,0.73,2.0
378,2024-09-02,2024-09-09,STAB,long,39.7408,39.0311,50.3262,-35.71,1.98
379,2024-09-19,2024-09-25,STAB,long,39.1099,38.9469,51.1379,-8.34,2.0
380,2024-10-10,2024-10-18,STAB,long,38.8057,40.087,51.5388,66.03,2.03
381,2024-10-11,2024-10-17,STAB,long,39.4117,39.8018,50.7463,19.8,2.01
382,2024-10-15,2024-10-23,STAB,long,39.2328,40.5423,50.9778,66.76,2.03
383,2024-10-16,2024-10-24,STAB,long,39.5848,40.6707,50.5244,54.86,2.03
384,2024-10-21,2024-10-30,STAB,long,39.9393,40.5642,50.076,31.29,2.02
385,2024-10-22,2024-10-31,STAB,long,40.416,40.5835,49.4853,8.29,2.0
386,2024-10-23,2024-11-04,STAB,long,40.5423,40.9862,49.3312,21.9,2.01
387,2024-10-24,2024-10-29,STAB,long,40.6707,40.8001,49.1754,6.36,2.0
388,2024-10-25,2024-11-04,STAB,long,40.9576,40.9862,48.8309,1.39,2.0
389,2024-10-28,2024-11-08,STAB,long,40.8878,41.3256,48.9143,21.42,2.01
390,2024-10-29,2024-11-12,STAB,long,40.8001,42.0315,49.0195,60.36,2.03
391,2024-11-07,2024-11-12,STAB,long,40.9677,42.0315,48.8189,51.93,2.03
392,2024-11-11,2024-11-18,STAB,long,41.8672,42.1011,47.7701,11.17,2.01
393,2024-11-12,2024-11-21,STAB,long,42.0315,42.208,47.5833,8.4,2.0
394,2024-11-13,2024-11-22,STAB,long,41.9568,42.1515,47.668,9.28,2.0
395,2024-11-14,2024-11-29,STAB,long,42.2936,40.8326,47.2885,-69.09,1.97
396,2024-11-15,2024-11-26,STAB,long,42.5542,41.29,46.9988,-59.42,1.97
397,2024-12-04,2024-12-12,STAB,long,41.7552,41.4224,47.8982,-15.94,1.99
398,2024-12-05,2024-12-20,STAB,long,41.8364,41.1155,47.8052,-34.46,1.98
399,2024-12-06,2024-12-19,STAB,long,41.8468,41.6186,47.7934,-10.91,1.99
400,2024-12-24,2024-12-27,STAB,long,42.01,42.4389,47.6077,20.42,2.01
