date,actif,cloture,volume
2024-11-28,AETH,93.5971,865171
2024-11-28,BTCX,306.5069,611684
2024-11-28,STAB,40.9486,770378
2024-11-29,AETH,96.0224,823130
2024-11-29,BTCX,305.6469,319978
2024-11-29,STAB,40.8326,1936971
2024-12-02,AETH,96.8793,1226809
2024-12-02,BTCX,318.0727,253776
2024-12-02,STAB,41.5043,1136751
2024-12-03,AETH,97.9424,2127048
2024-12-03,BTCX,311.7436,352265
2024-12-03,STAB,41.5496,1170065
2024-12-04,AETH,98.2219,1286337
2024-12-04,BTCX,308.0523,213290
2024-12-04,STAB,41.7552,1040969
2024-12-05,AETH,99.6303,1053044
2024-12-05,BTCX,320.8878,319964
2024-12-05,STAB,41.8364,745039
2024-12-06,AETH,99.1975,929191
2024-12-06,BTCX,333.6189,295023
2024-12-06,STAB,41.8468,1761806
2024-12-09,AETH,100.7499,1605148
2024-12-09,BTCX,335.955,286740
2024-12-09,STAB,41.6737,1082458
2024-12-10,AETH,103.7291,708605
2024-12-10,BTCX,327.4823,301890
2024-12-10,STAB,41.5292,501636
2024-12-11,AETH,103.8086,1112489
2024-12-11,BTCX,319.9787,296533
2024-12-11,STAB,41.5137,2132129
2024-12-12,AETH,103.8327,814639
2024-12-12,BTCX,302.4558,561803
2024-12-12,STAB,41.4224,720914
2024-12-13,AETH,103.454,553007
2024-12-13,BTCX,315.2122,379927
2024-12-13,STAB,41.4355,1883757
2024-12-16,AETH,104.7706,767406
2024-12-16,BTCX,329.5796,656723
2024-12-16,STAB,41.5068,1841109
2024-12-17,AETH,104.2018,736926
2024-12-17,BTCX,332.3579,327895
2024-12-17,STAB,41.5392,1001420
2024-12-18,AETH,105.1017,642787
2024-12-18,BTCX,324.7083,335285
2024-12-18,STAB,41.5086,1364181
2024-12-19,AETH,104.2437,844574
2024-12-19,BTCX,334.2923,256406
2024-12-19,STAB,41.6186,1036168
2024-12-20,AETH,105.5453,347795
2024-12-20,BTCX,331.206,223181
2024-12-20,STAB,41.1155,1269262
2024-12-23,AETH,104.1198,808315
2024-12-23,BTCX,343.0215,288899
2024-12-23,STAB,41.5022,1305844
2024-12-24,AETH,105.6353,1026022
2024-12-24,BTCX,348.9248,173022
2024-12-24,STAB,42.01,1587394
2024-12-25,AETH,106.7397,931682
2024-12-25,BTCX,371.3238,253330
2024-12-25,STAB,42.229,1042776
2024-12-26,AETH,106.5706,847803
2024-12-26,BTCX,379.4836,226212
2024-12-26,STAB,42.3454,948304
2024-12-27,AETH,106.4212,1290588
2024-12-27,BTCX,359.1502,177003
2024-12-27,STAB,42.4389,1126961
2024-12-30,AETH,107.8244,377381
2024-12-30,BTCX,364.2226,242886
2024-12-30,STAB,42.3337,1535940
2024-12-31,AETH,107.7703,902084
2024-12-31,BTCX,373.2413,170960
2024-12-31,STAB,42.37,1196650
2025-01-01,AETH,107.9178,796143
2025-01-01,BTCX,365.3776,166430
2025-01-01,STAB,42.2225,2239341
2025-01-02,AETH,107.1739,901241
2025-01-02,BTCX,359.9054,575080
2025-01-02,STAB,42.5529,1045211
2025-01-03,AETH,110.6954,714484
2025-01-03,BTCX,352.6051,365448
2025-01-03,STAB,42.8473,980769
2025-01-06,AETH,112.4732,858561
2025-01-06,BTCX,371.1932,297435
2025-01-06,STAB,43.1105,1610519
2025-01-07,AETH,111.2967,888558
2025-01-07,BTCX,372.727,237850
2025-01-07,STAB,43.7168,701858
2025-01-08,AETH,110.2951,937689
2025-01-08,BTCX,404.6182,211135
2025-01-08,STAB,43.4809,1222140
2025-01-09,AETH,110.0121,1180192
2025-01-09,BTCX,416.3828,313660
2025-01-09,STAB,43.3762,802866
2025-01-10,AETH,112.0477,941315
2025-01-10,BTCX,415.7759,400803
2025-01-10,STAB,43.2419,1766593
2025-01-13,AETH,110.7726,1249183
2025-01-13,BTCX,424.4453,257808
2025-01-13,STAB,43.4335,1005684
2025-01-14,AETH,108.8219,661039
2025-01-14,BTCX,419.4537,341560
2025-01-14,STAB,43.3979,526829
2025-01-15,AETH,107.5462,1056247
2025-01-15,BTCX,426.0688,256017
2025-01-15,STAB,42.9856,1008909
2025-01-16,AETH,107.0459,806117
2025-01-16,BTCX,442.7511,283750
2025-01-16,STAB,43.0408,991855
2025-01-17,AETH,106.5394,1059952
2025-01-17,BTCX,437.6197,369173
2025-01-17,STAB,43.1759,1988575
2025-01-20,AETH,105.678,1135840
2025-01-20,BTCX,426.9747,153977
2025-01-20,STAB,43.2695,1787174
2025-01-21,AETH,108.9159,904072
2025-01-21,BTCX,403.492,238785
2025-01-21,STAB,42.9925,891042
2025-01-22,AETH,108.8942,832205
2025-01-22,BTCX,420.3417,283470
2025-01-22,STAB,42.4747,1250960
2025-01-23,AETH,106.4739,531197
2025-01-23,BTCX,423.4086,423811
2025-01-23,STAB,42.0534,1129842
2025-01-24,AETH,106.0642,1100643
2025-01-24,BTCX,397.9724,315901
2025-01-24,STAB,42.1756,1437051
2025-01-27,AETH,104.1578,1389845
2025-01-27,BTCX,406.759,440344
2025-01-27,STAB,42.1708,996793
2025-01-28,AETH,104.7221,736340
2025-01-28,BTCX,405.132,216548
2025-01-28,STAB,41.8635,1911079
2025-01-29,AETH,102.4235,1120133
2025-01-29,BTCX,402.9772,151983
2025-01-29,STAB,41.6752,1265875
2025-01-30,AETH,103.6235,588667
2025-01-30,BTCX,389.5689,169978
2025-01-30,STAB,41.9558,2356195
2025-01-31,AETH,102.474,1569753
2025-01-31,BTCX,387.9805,295549
2025-01-31,STAB,42.0462,1293335
2025-02-03,AETH,102.7446,1102114
2025-02-03,BTCX,389.5706,424083
2025-02-03,STAB,42.252,718687
2025-02-04,AETH,104.5117,600888
2025-02-04,BTCX,382.9279,167276
2025-02-04,STAB,42.2571,654413
2025-02-05,AETH,105.9034,1203600
2025-02-05,BTCX,372.3329,132416
2025-02-05,STAB,42.7997,1582585
2025-02-06,AETH,103.9108,630202
2025-02-06,BTCX,378.8398,216977
2025-02-06,STAB,43.0311,1419487
2025-02-07,AETH,103.4708,1266776
2025-02-07,BTCX,376.1663,283388
2025-02-07,STAB,42.7174,760909
2025-02-10,AETH,102.1722,691861
2025-02-10,BTCX,382.22,359567
2025-02-10,STAB,42.3629,1497397
2025-02-11,AETH,101.7182,874486
2025-02-11,BTCX,383.2177,384470
2025-02-11,STAB,42.4928,826252
2025-02-12,AETH,100.2718,1038903
2025-02-12,BTCX,367.1532,385208
2025-02-12,STAB,42.6506,1537719
2025-02-13,AETH,100.8465,641157
2025-02-13,BTCX,361.1085,336422
2025-02-13,STAB,42.5902,917406
2025-02-14,AETH,101.1804,909503
2025-02-14,BTCX,365.2756,382733
2025-02-14,STAB,42.8488,689246
2025-02-17,AETH,101.8241,901370
2025-02-17,BTCX,360.0221,403107
2025-02-17,STAB,42.8178,1693234
2025-02-18,AETH,99.5099,508930
2025-02-18,BTCX,397.1148,425550
2025-02-18,STAB,42.9112,797867
2025-02-19,AETH,99.887,715115
2025-02-19,BTCX,400.7081,132709
2025-02-19,STAB,42.8204,1036009
2025-02-20,AETH,99.9727,927965
2025-02-20,BTCX,386.4961,286562
2025-02-20,STAB,42.7134,1526335
2025-02-21,AETH,99.5115,957502
2025-02-21,BTCX,379.024,385558
2025-02-21,STAB,42.8279,1544334
2025-02-24,AETH,96.6018,4562833
2025-02-24,BTCX,452.9227,1685456
2025-02-24,STAB,43.9048,6479317
2025-02-25,AETH,91.7773,4606262
2025-02-25,BTCX,402.2798,1001952
2025-02-25,STAB,43.4624,7537625
2025-02-26,AETH,98.6633,3246843
2025-02-26,BTCX,432.0396,1053467
2025-02-26,STAB,44.4004,10485850
2025-02-27,AETH,99.8703,4116555
2025-02-27,BTCX,424.8061,2268025
2025-02-27,STAB,46.3949,4021837
2025-02-28,AETH,96.4906,5095968
2025-02-28,BTCX,395.0855,1342220
2025-02-28,STAB,47.4808,6742262
2025-03-03,AETH,94.8912,5255278
2025-03-03,BTCX,416.3313,1840318
2025-03-03,STAB,47.1306,7208899
2025-03-04,AETH,101.9033,2624038
2025-03-04,BTCX,372.1947,1307591
2025-03-04,STAB,47.0549,7266538
2025-03-05,AETH,103.6317,4880887
2025-03-05,BTCX,299.4411,1726004
2025-03-05,STAB,47.9014,5470126
2025-03-06,AETH,99.3716,5571680
2025-03-06,BTCX,269.3286,968342
2025-03-06,STAB,48.0139,5743348
2025-03-07,AETH,102.4596,3634931
2025-03-07,BTCX,279.9919,2099027
2025-03-07,STAB,48.9117,4815694
2025-03-10,AETH,100.2586,6027309
2025-03-10,BTCX,327.8447,1345165
2025-03-10,STAB,48.9518,5904425
2025-03-11,AETH,99.5987,4497311
2025-03-11,BTCX,300.1678,721846
2025-03-11,STAB,50.472,7950988
2025-03-12,AETH,102.0593,6038232
2025-03-12,BTCX,270.1428,1751552
2025-03-12,STAB,50.6392,3088086
2025-03-13,AETH,96.6116,5811170
2025-03-13,BTCX,304.3558,1352494
2025-03-13,STAB,49.6762,9944723
2025-03-14,AETH,98.8397,4816568
2025-03-14,BTCX,397.6097,2514549
2025-03-14,STAB,50.5592,11768976
2025-03-17,AETH,95.9638,5687859
2025-03-17,BTCX,425.9497,2245413
2025-03-17,STAB,51.8629,7620768
2025-03-18,AETH,93.9918,2366496
2025-03-18,BTCX,433.2737,1752852
2025-03-18,STAB,51.7023,5454705
2025-03-19,AETH,92.5291,7530806
2025-03-19,BTCX,450.8351,1482779
2025-03-19,STAB,51.2083,3377307
2025-03-20,AETH,92.3032,3788761
2025-03-20,BTCX,477.0737,1633805
2025-03-20,STAB,52.2003,4637947
2025-03-21,AETH,93.2428,5569881
2025-03-21,BTCX,427.3033,1448170
2025-03-21,STAB,52.8916,4139747
2025-03-24,AETH,93.7593,4093783
2025-03-24,BTCX,384.8764,1413346
2025-03-24,STAB,53.5431,10880503
2025-03-25,AETH,94.7168,3059151
2025-03-25,BTCX,393.1136,2624328
2025-03-25,STAB,52.3439,8171509
2025-03-26,AETH,95.6385,3266874
2025-03-26,BTCX,353.4072,1673989
2025-03-26,STAB,51.2762,7694273
2025-03-27,AETH,97.2765,4110671
2025-03-27,BTCX,374.5509,1912689
2025-03-27,STAB,51.5694,7635840
2025-03-28,AETH,93.0677,4133033
2025-03-28,BTCX,417.8287,1739817
2025-03-28,STAB,50.3302,4541868
2025-03-31,AETH,98.8959,3757087
2025-03-31,BTCX,433.0333,1386246
2025-03-31,STAB,51.5211,11959967
2025-04-01,AETH,96.4597,3718506
2025-04-01,BTCX,554.3059,1731135
2025-04-01,STAB,51.1733,6539522
2025-04-02,AETH,95.4746,3124085
2025-04-02,BTCX,482.623,1557530
2025-04-02,STAB,52.9338,5424489
2025-04-03,AETH,98.2218,2701467
2025-04-03,BTCX,408.4887,1111881
2025-04-03,STAB,53.9239,8030141
2025-04-04,AETH,92.7254,2904058
2025-04-04,BTCX,413.8107,1299911
2025-04-04,STAB,55.1651,5001910
2025-04-07,AETH,84.7446,3836797
2025-04-07,BTCX,318.2727,2953272
2025-04-07,STAB,52.7377,6479512
2025-04-08,AETH,83.8485,6355468
2025-04-08,BTCX,347.8305,934643
2025-04-08,STAB,52.1649,8089754
2025-04-09,AETH,81.5764,2915183
2025-04-09,BTCX,375.7971,1464376
2025-04-09,STAB,51.8658,6276672
2025-04-10,AETH,80.1625,5100266
2025-04-10,BTCX,397.1449,1213606
2025-04-10,STAB,52.3048,4393713
2025-04-11,AETH,79.746,3274990
2025-04-11,BTCX,484.331,864549
2025-04-11,STAB,51.421,4886540
2025-04-14,AETH,81.307,3522243
2025-04-14,BTCX,560.3141,2746796
2025-04-14,STAB,50.4945,8104873
2025-04-15,AETH,81.6468,6011343
2025-04-15,BTCX,597.2552,2442616
2025-04-15,STAB,50.0309,5221239
2025-04-16,AETH,87.4825,2829787
2025-04-16,BTCX,725.0215,1910257
2025-04-16,STAB,49.1395,3848415
2025-04-17,AETH,82.0242,4349963
2025-04-17,BTCX,778.5259,2490084
2025-04-17,STAB,49.3058,6354242
2025-04-18,AETH,83.1978,3910514
2025-04-18,BTCX,683.5931,1869534
2025-04-18,STAB,48.4161,5442603
2025-04-21,AETH,80.8085,4064227
2025-04-21,BTCX,638.0649,2231712
2025-04-21,STAB,48.5767,5887158
2025-04-22,AETH,82.7657,3493164
2025-04-22,BTCX,658.5061,857030
2025-04-22,STAB,48.3947,4691284
2025-04-23,AETH,79.4346,4104057
2025-04-23,BTCX,858.0279,1926927
2025-04-23,STAB,49.1438,8052043
2025-04-24,AETH,82.3382,2756017
2025-04-24,BTCX,806.3598,1840531
2025-04-24,STAB,47.9096,7823363
2025-04-25,AETH,86.5953,4035330
2025-04-25,BTCX,815.1902,1055750
2025-04-25,STAB,46.4827,10795485
2025-04-28,AETH,89.4269,4153587
2025-04-28,BTCX,875.4559,1382334
2025-04-28,STAB,46.4153,7995449
2025-04-29,AETH,91.4321,2483406
2025-04-29,BTCX,822.8529,1516328
2025-04-29,STAB,45.5131,13487011
2025-04-30,AETH,93.3099,2833490
2025-04-30,BTCX,795.7794,855462
2025-04-30,STAB,45.4214,8466390
2025-05-01,AETH,88.8866,2207261
2025-05-01,BTCX,787.7764,2053459
2025-05-01,STAB,45.0312,3970728
2025-05-02,AETH,90.1499,5735140
2025-05-02,BTCX,607.2644,1054211
2025-05-02,STAB,45.0924,5395565
2025-05-05,AETH,85.9946,5311498
2025-05-05,BTCX,502.3249,1135974
2025-05-05,STAB,44.8224,4814227
2025-05-06,AETH,82.9905,2359977
2025-05-06,BTCX,480.734,2985214
2025-05-06,STAB,45.2243,5406447
2025-05-07,AETH,80.3126,3284236
2025-05-07,BTCX,534.1996,1701651
2025-05-07,STAB,45.1919,7103061
2025-05-08,AETH,82.3353,3397816
2025-05-08,BTCX,595.6405,1855845
2025-05-08,STAB,45.4731,8485690
2025-05-09,AETH,84.6063,2607977
2025-05-09,BTCX,598.6999,1019962
2025-05-09,STAB,45.2495,8665265
2025-05-12,AETH,87.0119,1553440
2025-05-12,BTCX,682.2975,1516075
2025-05-12,STAB,45.3119,6739897
2025-05-13,AETH,85.7367,5614334
2025-05-13,BTCX,808.3237,1308319
2025-05-13,STAB,44.9551,9822984
2025-05-14,AETH,87.465,3176082
2025-05-14,BTCX,697.7525,1799244
2025-05-14,STAB,45.9092,15203216
2025-05-15,AETH,85.5244,4417137
2025-05-15,BTCX,654.7931,1010676
2025-05-15,STAB,47.3773,5226303
2025-05-16,AETH,82.8881,3272177
2025-05-16,BTCX,678.756,1302714
2025-05-16,STAB,46.9028,2732084
2025-05-19,AETH,83.6038,691690
2025-05-19,BTCX,650.6905,371923
2025-05-19,STAB,46.7755,658580
2025-05-20,AETH,83.6552,988517
2025-05-20,BTCX,657.908,317445
2025-05-20,STAB,47.0606,1394127
2025-05-21,AETH,82.5024,860603
2025-05-21,BTCX,662.1649,653902
2025-05-21,STAB,47.4104,1007869
2025-05-22,AETH,82.5142,541870
2025-05-22,BTCX,677.3473,199613
2025-05-22,STAB,47.5621,812401
2025-05-23,AETH,79.9887,965490
2025-05-23,BTCX,672.227,188787
2025-05-23,STAB,47.476,1840608
2025-05-26,AETH,79.7045,822995
2025-05-26,BTCX,679.1708,533417
2025-05-26,STAB,47.6368,2683778
2025-05-27,AETH,81.1964,895083
2025-05-27,BTCX,714.0205,186260
2025-05-27,STAB,47.5969,893702
2025-05-28,AETH,81.4488,1017938
2025-05-28,BTCX,728.9076,259364
2025-05-28,STAB,48.086,2055381
2025-05-29,AETH,82.8354,848471
2025-05-29,BTCX,725.0681,193199
2025-05-29,STAB,48.159,839515
2025-05-30,AETH,82.8421,375752
2025-05-30,BTCX,709.46,356910
2025-05-30,STAB,48.2657,467484
2025-06-02,AETH,80.9137,624025
2025-06-02,BTCX,675.6375,340200
2025-06-02,STAB,48.974,1479856
2025-06-03,AETH,80.2777,764102
2025-06-03,BTCX,651.92,191555
2025-06-03,STAB,49.163,1704289
2025-06-04,AETH,80.3185,935393
2025-06-04,BTCX,637.5135,272768
2025-06-04,STAB,49.3463,1966134
2025-06-05,AETH,79.3415,844026
2025-06-05,BTCX,584.3866,317835
2025-06-05,STAB,49.3057,854220
2025-06-06,AETH,79.2906,699965
2025-06-06,BTCX,563.5461,207707
2025-06-06,STAB,49.4473,1439571
2025-06-09,AETH,79.0757,644318
2025-06-09,BTCX,558.1523,472403
2025-06-09,STAB,49.396,2134671
2025-06-10,AETH,80.0087,560712
2025-06-10,BTCX,542.9809,527611
2025-06-10,STAB,49.5256,509626
2025-06-11,AETH,79.8085,690767
2025-06-11,BTCX,547.0933,348939
2025-06-11,STAB,49.3128,2193906
2025-06-12,AETH,80.1681,844187
2025-06-12,BTCX,590.1812,220321
2025-06-12,STAB,49.5934,1014369
2025-06-13,AETH,80.2406,973847
2025-06-13,BTCX,576.8048,246005
2025-06-13,STAB,49.9558,1305765
2025-06-16,AETH,80.0609,846348
2025-06-16,BTCX,554.0567,249850
2025-06-16,STAB,50.0765,1210579
2025-06-17,AETH,81.5547,761214
2025-06-17,BTCX,559.7282,521587
2025-06-17,STAB,50.2783,1358317
2025-06-18,AETH,81.1471,816345
2025-06-18,BTCX,538.497,348697
2025-06-18,STAB,49.9586,2317437
2025-06-19,AETH,80.5759,444728
2025-06-19,BTCX,520.2492,258902
2025-06-19,STAB,49.6018,1554541
2025-06-20,AETH,81.0073,637852
2025-06-20,BTCX,511.4828,337740
2025-06-20,STAB,50.0694,778272
2025-06-23,AETH,82.0612,498719
2025-06-23,BTCX,506.4121,260268
2025-06-23,STAB,50.4244,1135819
2025-06-24,AETH,81.8266,650167
2025-06-24,BTCX,507.7867,268289
2025-06-24,STAB,50.3427,598335
2025-06-25,AETH,82.0673,444490
2025-06-25,BTCX,484.0683,290044
2025-06-25,STAB,50.384,1987886
2025-06-26,AETH,83.6842,543446
2025-06-26,BTCX,472.9335,289889
2025-06-26,STAB,50.5613,1724758
2025-06-27,AETH,83.4108,934328
2025-06-27,BTCX,482.8671,94286
2025-06-27,STAB,50.0982,828332
2025-06-30,AETH,83.6266,698552
2025-06-30,BTCX,489.9156,557199
2025-06-30,STAB,50.2217,1325070
2025-07-01,AETH,85.5318,1860096
2025-07-01,BTCX,481.0785,324391
2025-07-01,STAB,50.5163,705394
2025-07-02,AETH,85.3404,791771
2025-07-02,BTCX,478.7463,372233
2025-07-02,STAB,50.8745,1526941
2025-07-03,AETH,86.4082,1388735
2025-07-03,BTCX,479.0069,603172
2025-07-03,STAB,50.5605,1271492
2025-07-04,AETH,86.5282,1337572
2025-07-04,BTCX,506.6569,187833
2025-07-04,STAB,50.291,2999451
2025-07-07,AETH,86.8916,433965
2025-07-07,BTCX,485.2016,298753
2025-07-07,STAB,51.2289,952535
2025-07-08,AETH,86.8658,1103705
2025-07-08,BTCX,507.5436,261880
2025-07-08,STAB,51.3332,1486366
2025-07-09,AETH,85.8722,532869
2025-07-09,BTCX,503.5726,239410
2025-07-09,STAB,51.3963,567420
2025-07-10,AETH,85.7645,540147
2025-07-10,BTCX,492.2604,292722
2025-07-10,STAB,51.3955,1998188
2025-07-11,AETH,85.4552,749790
2025-07-11,BTCX,517.0105,176614
2025-07-11,STAB,51.1646,801691
2025-07-14,AETH,85.5339,798410
2025-07-14,BTCX,519.3521,524105
2025-07-14,STAB,51.4077,1325706
2025-07-15,AETH,84.776,735937
2025-07-15,BTCX,506.2661,280376
2025-07-15,STAB,51.959,665513
2025-07-16,AETH,86.6224,633883
2025-07-16,BTCX,505.8285,227796
2025-07-16,STAB,52.166,1969521
2025-07-17,AETH,87.0629,1149759
2025-07-17,BTCX,491.1847,293040
2025-07-17,STAB,52.6041,1107398
2025-07-18,AETH,88.702,946180
2025-07-18,BTCX,470.2342,454686
2025-07-18,STAB,52.6003,1121911
2025-07-21,AETH,88.8776,775864
2025-07-21,BTCX,466.8667,413584
2025-07-21,STAB,52.7015,1488470
2025-07-22,AETH,89.4801,615621
2025-07-22,BTCX,471.5158,257253
2025-07-22,STAB,52.2637,1424687
2025-07-23,AETH,90.6295,905874
2025-07-23,BTCX,476.3392,316307
2025-07-23,STAB,52.744,949137
2025-07-24,AETH,91.8548,515023
2025-07-24,BTCX,470.1575,150024
2025-07-24,STAB,53.0231,1449827
2025-07-25,AETH,93.5825,746781
2025-07-25,BTCX,487.2968,229890
2025-07-25,STAB,52.7322,1453570
2025-07-28,AETH,93.5711,728699
2025-07-28,BTCX,483.9818,414535
2025-07-28,STAB,52.6444,974487
2025-07-29,AETH,96.4347,1081884
2025-07-29,BTCX,489.2871,545593
2025-07-29,STAB,52.6985,1519748
2025-07-30,AETH,94.1715,808360
2025-07-30,BTCX,513.5805,483088
2025-07-30,STAB,53.2451,1139530
2025-07-31,AETH,96.1084,896073
2025-07-31,BTCX,522.5853,413418
2025-07-31,STAB,53.0619,1236167
2025-08-01,AETH,96.0702,526598
2025-08-01,BTCX,537.6577,168341
2025-08-01,STAB,53.2644,1261358
2025-08-04,AETH,97.2139,697433
2025-08-04,BTCX,542.3444,478867
2025-08-04,STAB,53.1266,1817503
2025-08-05,AETH,97.0717,916192
2025-08-05,BTCX,526.584,284682
2025-08-05,STAB,53.4593,1171161
2025-08-06,AETH,96.8257,707307
2025-08-06,BTCX,490.2831,241307
2025-08-06,STAB,53.0535,748073
2025-08-07,AETH,97.5918,502176
2025-08-07,BTCX,508.6495,327377
2025-08-07,STAB,53.2374,1249465
2025-08-08,AETH,99.5295,1106409
2025-08-08,BTCX,516.8914,446023
2025-08-08,STAB,53.223,767208
2025-08-11,AETH,101.5716,1456280
2025-08-11,BTCX,534.3836,166591
2025-08-11,STAB,53.3321,1171269
2025-08-12,AETH,101.8652,962323
2025-08-12,BTCX,539.8695,238427
2025-08-12,STAB,53.4984,1706427
2025-08-13,AETH,102.8351,722051
2025-08-13,BTCX,539.1984,401480
2025-08-13,STAB,53.4661,1224716
2025-08-14,AETH,102.2448,686054
2025-08-14,BTCX,548.0981,289151
2025-08-14,STAB,53.1089,793886
2025-08-15,AETH,103.6566,793078
2025-08-15,BTCX,526.1626,307130
2025-08-15,STAB,52.8802,1190971
2025-08-18,AETH,103.7448,1486402
2025-08-18,BTCX,517.7626,363928
2025-08-18,STAB,52.3023,944880
2025-08-19,AETH,104.1989,691011
2025-08-19,BTCX,517.4583,653509
2025-08-19,STAB,52.3572,830220
2025-08-20,AETH,104.2947,646416
2025-08-20,BTCX,523.052,323131
2025-08-20,STAB,52.5064,656767
2025-08-21,AETH,103.0833,1192159
2025-08-21,BTCX,526.4093,152109
2025-08-21,STAB,53.1602,1008087
2025-08-22,AETH,105.0895,1073110
2025-08-22,BTCX,516.7843,262992
2025-08-22,STAB,53.8658,1555423
2025-08-25,AETH,105.6594,1996555
2025-08-25,BTCX,512.1381,575033
2025-08-25,STAB,53.8802,1955894
2025-08-26,AETH,106.2828,670680
2025-08-26,BTCX,507.4198,187031
2025-08-26,STAB,53.9986,1961123
2025-08-27,AETH,106.7285,627175
2025-08-27,BTCX,502.2338,283714
2025-08-27,STAB,53.6992,1356707
2025-08-28,AETH,106.5081,773645
2025-08-28,BTCX,495.2018,227443
2025-08-28,STAB,53.7584,1567631
2025-08-29,AETH,106.3377,745646
2025-08-29,BTCX,500.4131,315878
2025-08-29,STAB,53.9022,1326525
2025-09-01,AETH,104.9843,966669
2025-09-01,BTCX,514.9322,290922
2025-09-01,STAB,54.2168,1020301
2025-09-02,AETH,104.3889,1028654
2025-09-02,BTCX,523.6498,406419
2025-09-02,STAB,54.5253,2215844
2025-09-03,AETH,101.8091,448123
2025-09-03,BTCX,545.5076,155214
2025-09-03,STAB,54.6735,651833
2025-09-04,AETH,102.5863,868243
2025-09-04,BTCX,558.517,423077
2025-09-04,STAB,54.215,2159383
2025-09-05,AETH,101.2869,772228
2025-09-05,BTCX,575.9806,283905
2025-09-05,STAB,54.0031,1316394
2025-09-08,AETH,99.5473,908799
2025-09-08,BTCX,573.0729,524512
2025-09-08,STAB,54.1484,1356485
2025-09-09,AETH,99.5231,991679
2025-09-09,BTCX,562.9688,474420
2025-09-09,STAB,54.3418,1152229
2025-09-10,AETH,100.1455,601891
2025-09-10,BTCX,558.2226,383972
2025-09-10,STAB,53.7539,1354178
2025-09-11,AETH,101.9363,968769
2025-09-11,BTCX,561.0029,293878
2025-09-11,STAB,53.7315,1186008
2025-09-12,AETH,101.2498,714261
2025-09-12,BTCX,544.2094,109004
2025-09-12,STAB,53.7667,1412237
2025-09-15,AETH,102.3653,429840
2025-09-15,BTCX,541.8283,260361
2025-09-15,STAB,53.5476,811811
2025-09-16,AETH,102.8925,675151
2025-09-16,BTCX,582.7209,271318
2025-09-16,STAB,53.4315,1468338
2025-09-17,AETH,102.6774,591359
2025-09-17,BTCX,565.5295,193505
2025-09-17,STAB,53.7204,970107
2025-09-18,AETH,102.8016,992506
2025-09-18,BTCX,552.4554,168574
2025-09-18,STAB,54.3119,1926976
2025-09-19,AETH,102.311,1097061
2025-09-19,BTCX,503.9939,290447
2025-09-19,STAB,54.5616,1184812
2025-09-22,AETH,102.0118,704240
2025-09-22,BTCX,506.1491,207569
2025-09-22,STAB,54.5934,1608854
2025-09-23,AETH,103.4644,918932
2025-09-23,BTCX,496.9533,266629
2025-09-23,STAB,54.9922,730290
2025-09-24,AETH,103.1008,857019
2025-09-24,BTCX,475.7873,172026
2025-09-24,STAB,54.7559,1224841
2025-09-25,AETH,106.1784,1574973
2025-09-25,BTCX,466.3835,322527
2025-09-25,STAB,54.2817,765553
2025-09-26,AETH,108.7017,958116
2025-09-26,BTCX,457.9192,204596
2025-09-26,STAB,54.4074,939017
2025-09-29,AETH,109.7288,1102830
2025-09-29,BTCX,437.5788,388250
2025-09-29,STAB,54.7325,2294407
2025-09-30,AETH,108.2259,463611
2025-09-30,BTCX,446.748,188049
2025-09-30,STAB,54.5556,1621351
2025-10-01,AETH,107.427,1214917
2025-10-01,BTCX,440.948,344361
2025-10-01,STAB,54.2495,784760
2025-10-02,AETH,106.8533,768075
2025-10-02,BTCX,449.2769,320850
2025-10-02,STAB,54.1545,1418287
2025-10-03,AETH,107.0918,657203
2025-10-03,BTCX,448.6978,466914
2025-10-03,STAB,54.1837,1487446
2025-10-06,AETH,107.0526,1069943
2025-10-06,BTCX,443.9487,369960
2025-10-06,STAB,54.0762,1258450
2025-10-07,AETH,106.5275,596421
2025-10-07,BTCX,430.6366,492147
2025-10-07,STAB,53.5808,1134667
2025-10-08,AETH,106.6493,629137
2025-10-08,BTCX,432.1881,216074
2025-10-08,STAB,53.7145,819998
2025-10-09,AETH,107.6973,726158
2025-10-09,BTCX,417.0022,305274
2025-10-09,STAB,53.7317,1097647
2025-10-10,AETH,109.9723,468233
2025-10-10,BTCX,433.5616,301216
2025-10-10,STAB,53.8883,1480198
2025-10-13,AETH,111.0544,779314
2025-10-13,BTCX,438.8797,308915
2025-10-13,STAB,54.174,1422124
2025-10-14,AETH,112.1509,501115
2025-10-14,BTCX,427.6067,317156
2025-10-14,STAB,54.8764,965632
2025-10-15,AETH,114.1491,702152
2025-10-15,BTCX,459.2761,248128
2025-10-15,STAB,55.1969,1840699
2025-10-16,AETH,113.8624,852774
2025-10-16,BTCX,462.2085,283449
2025-10-16,STAB,55.3311,1631497
2025-10-17,AETH,114.3427,635171
2025-10-17,BTCX,474.9905,329103
2025-10-17,STAB,55.7902,1272144
2025-10-20,AETH,114.9185,566661
2025-10-20,BTCX,475.1979,333800
2025-10-20,STAB,54.7671,1164650
2025-10-21,AETH,113.6679,706140
2025-10-21,BTCX,449.1852,175616
2025-10-21,STAB,55.0251,1048713
2025-10-22,AETH,113.8889,452944
2025-10-22,BTCX,462.8419,330011
2025-10-22,STAB,54.7492,1280678
2025-10-23,AETH,114.3811,766967
2025-10-23,BTCX,460.2112,332401
2025-10-23,STAB,54.4876,954714
